5000 8690
265	6439	7083
266	5740	8138
267	5850	3383
268	6359	1228
269	9702	6508
270	3285	220
271	9135	6612
272	6432	8238
273	5	4451
274	5381	7046
275	4906	6817
276	8286	1364
277	3794	3572
278	357	1132
279	3768	8945
280	8676	4258
281	2625	2381
282	4482	8103
283	6186	1034
284	330	2157
285	2575	6655
286	6182	5409
287	9448	9999
288	522	9498
289	334	7211
290	8839	1172
291	8806	9988
292	4052	5942
293	8601	4205
294	572	5874
295	9425	706
296	9403	5167
297	4122	2054
298	9952	4918
299	8924	7465
300	4715	9106
301	8838	6925
302	9223	685
303	2108	9194
304	3922	7283
305	4386	2199
306	8466	7725
307	7239	163
308	389	3474
309	5734	2915
310	7864	2256
311	9416	4836
312	1545	8262
313	5744	7194
314	4484	7132
315	6419	8955
316	6603	2479
317	3145	7489
318	9361	9744
319	2133	8379
320	1817	1514
321	20	9088
322	3341	7796
323	1763	7807
324	5253	2295
325	2929	8023
326	6053	1179
327	4607	3085
328	7530	7581
329	5097	7531
330	590	6194
331	7178	1978
332	1871	7186
333	3150	4139
334	8619	264
335	247	2753
336	8382	2252
337	9960	6950
338	1441	2627
339	8964	7620
340	1392	737
341	8950	4687
342	1395	9556
343	1465	3145
344	7665	1813
345	6387	9902
346	3615	2057
347	642	2239
348	9447	7471
349	2153	5138
350	1794	9995
351	6717	7950
352	4604	3212
353	4020	3562
354	514	3553
355	8210	1904
356	388	4320
357	943	1557
358	5426	425
359	3376	4549
360	517	686
361	2922	7364
362	8496	4376
363	2215	3207
364	1270	4496
365	2065	9186
366	4989	5345
367	6523	5715
368	6410	3435
369	7646	7777
370	6298	1849
371	8819	4884
372	8417	6467
373	4956	9693
374	2631	7264
375	2635	8815
376	2093	7320
377	2747	7880
378	4785	4027
379	660	4955
380	7716	7724
381	9328	1165
382	4456	4471
383	4003	2494
384	7004	5553
385	3128	7398
386	2066	1323
387	4314	8528
388	7840	3768
389	5832	3990
390	5358	4987
391	2816	7552
392	1281	2419
393	5612	9048
394	6392	1849
395	1594	8929
396	6925	9463
397	4157	9416
398	8099	1187
399	8088	537
400	500	37
401	184	6093
402	7023	4264
403	6221	9145
404	5899	8997
405	8899	5613
406	9566	5065
407	9655	885
408	8812	5655
409	4922	3419
410	423	4423
411	7079	6408
412	7456	7166
413	8803	9291
414	8299	9127
415	3573	4510
416	9599	7316
417	1391	6344
418	5965	2934
419	6660	9381
420	3920	9158
421	6466	6657
422	8560	6716
423	8218	8902
424	5962	6135
425	147	6235
426	3726	907
427	6220	3965
428	1211	7998
429	5107	1529
430	1882	2655
431	9299	1696
432	5480	8936
433	3375	3398
434	4684	7116
435	319	7898
436	774	8500
437	3287	9239
438	6261	7582
439	3978	7928
440	9067	6950
441	6767	9053
442	8573	9656
443	5504	2984
444	611	9158
445	8032	5530
446	7180	1328
447	6993	2929
448	5356	5867
449	6222	4161
450	7977	9377
451	7599	8733
452	4073	3333
453	1695	1243
454	8847	1770
455	668	3106
456	6698	5539
457	5215	4423
458	8582	7448
459	4351	3029
460	4044	5730
461	6511	2616
462	9999	7709
463	8018	7590
464	6454	8338
465	7014	8936
466	7880	8356
467	5735	888
468	3871	9431
469	2752	2175
470	3800	2458
471	4257	7046
472	1944	8973
473	4564	4395
474	8689	2847
475	7264	8357
476	7629	3112
477	9985	1520
478	409	9257
479	2996	3659
480	3124	7810
481	4346	7050
482	3358	1257
483	9752	326
484	4511	4341
485	8249	6945
486	3697	5654
487	6127	2568
488	8719	7992
489	8585	2264
490	9187	5785
491	2294	761
492	2499	4202
493	3027	2718
494	9948	5536
495	425	5199
496	7291	6296
497	96	1073
498	7859	3929
499	2576	9366
500	9335	9125
501	2300	7924
502	6516	5600
503	8098	6089
504	2265	4567
505	3323	7425
506	3308	4053
507	5278	1343
508	3350	8901
509	9240	8028
510	700	3912
511	4642	8625
512	5518	6936
513	1788	339
514	2383	9373
515	9918	2080
516	7289	5996
517	3879	144
518	5320	921
519	8228	2994
520	8037	4935
521	7518	4511
522	985	4053
523	6275	6627
524	2356	1754
525	3130	9049
526	3243	7700
527	3418	9806
528	6012	193
529	154	4135
530	2326	2583
531	926	2675
532	6774	360
533	3243	1252
534	9166	9922
535	2966	3181
536	2524	1132
537	7516	2169
538	7653	2839
539	7538	2656
540	4467	2230
541	8631	616
542	1585	4539
543	1231	7061
544	8495	2659
545	590	2863
546	9957	6578
547	8722	2760
548	2879	3832
549	950	8886
550	2338	9609
551	5551	6640
552	7453	5817
553	2227	8296
554	2923	1255
555	6010	5406
556	5954	9787
557	4841	4774
558	1655	6566
559	5911	9127
560	7718	3769
561	2617	2561
562	1643	5233
563	6089	1802
564	4106	9269
565	8270	126
566	2617	2589
567	6495	2968
568	1816	5092
569	4549	9100
570	8972	2386
571	6858	7032
572	1588	2753
573	6622	8088
574	6767	1949
575	6762	6517
576	8159	4156
577	837	8959
578	5497	2750
579	8980	3942
580	7410	8275
581	9457	414
582	2372	6414
583	6844	6
584	3905	7768
585	8051	5920
586	8330	2224
587	9380	5218
588	6459	1988
589	6302	7969
590	1844	402
591	3774	9271
592	3991	3583
593	8873	8935
594	7393	4296
595	2383	2643
596	2412	5068
597	5318	7398
598	581	712
599	648	5078
600	9929	4073
601	8646	2621
602	2071	7663
603	9463	3101
604	7298	2016
605	732	3139
606	9085	1041
607	4641	4945
608	4786	7473
609	9950	9787
610	9470	1182
611	6830	2875
612	462	2110
613	7704	1393
614	3943	7398
615	7323	3417
616	6405	2542
617	9645	8947
618	1467	6322
619	7617	4083
620	6647	2781
621	5918	1394
622	980	994
623	7030	2028
624	7380	843
625	4680	2884
626	6760	9870
627	2244	1823
628	2628	9052
629	9829	6653
630	757	5919
631	3078	1906
632	6176	4533
633	2288	1842
634	9517	717
635	3352	5662
636	5606	2198
637	5202	2220
638	7115	1574
639	5165	2687
640	2636	5839
641	9144	7349
642	4755	7192
643	8239	4065
644	6827	118
645	3662	9938
646	8237	2057
647	4674	2615
648	1972	6500
649	1867	9774
650	6358	364
651	9468	5648
652	1864	5363
653	7509	3039
654	741	3311
655	4103	7548
656	3126	7430
657	4668	5653
658	853	5482
659	7789	6639
660	5311	501
661	830	8687
662	1168	3074
663	2250	4077
664	6493	1075
665	9498	6484
666	7988	5908
667	6135	6669
668	7689	7160
669	924	1182
670	6607	9880
671	2631	7855
672	537	5209
673	2077	5202
674	4393	1783
675	7200	7475
676	1554	6428
677	5742	7804
678	7428	656
679	9478	2104
680	9398	7867
681	602	2264
682	8709	1457
683	9922	6411
684	1076	174
685	9542	7661
686	8524	4494
687	6118	9247
688	1927	4632
689	4660	6986
690	4054	3724
691	3548	6642
692	9292	1047
693	7607	6863
694	2642	790
695	882	4719
696	3024	5845
697	927	2369
698	2679	4920
699	5397	2796
700	1786	7349
701	6676	3141
702	1564	9741
703	4545	3650
704	763	7282
705	1540	2428
706	5259	3364
707	2416	2224
708	4026	4686
709	9975	9885
710	8839	2075
711	3797	3725
712	1826	8677
713	2405	7980
714	6886	1957
715	168	4661
716	2916	7162
717	9941	5646
718	9087	1730
719	6448	1454
720	956	1063
721	6863	41
722	9246	5266
723	1726	1825
724	4239	7848
725	4649	3087
726	2278	5931
727	9423	3044
728	2513	375
729	2298	9616
730	7760	3369
731	7639	353
732	5940	1837
733	5699	8361
734	2369	7864
735	289	8138
736	4298	5494
737	7155	7148
738	5976	332
739	2927	980
740	4278	8970
741	6465	2388
742	4648	7765
743	2335	1606
744	5849	36
745	5460	4544
746	3801	5940
747	8620	7662
748	3488	3160
749	9279	2510
750	7473	5250
751	552	1365
752	3883	7398
753	3211	3463
754	1368	7763
755	3737	7791
756	4226	800
757	5285	6435
758	4655	1419
759	6725	7208
760	2237	6513
761	5143	7401
762	796	1931
763	7549	2501
764	8432	8536
765	6160	3443
766	4274	28
767	3766	1114
768	8194	7069
769	275	4051
770	8754	270
771	3984	3773
772	8475	1780
773	9122	3742
774	9832	9043
775	7343	3057
776	6234	6449
777	3348	2134
778	6280	5569
779	2456	1294
780	6935	4308
781	2005	5452
782	8890	9621
783	8928	3608
784	8440	2150
785	2908	7266
786	9649	5437
787	6531	2009
788	4850	2080
789	689	5964
790	2584	5526
791	6641	8915
792	1148	7842
793	8894	579
794	6236	3014
795	7625	3541
796	8494	4017
797	2618	798
798	4722	9011
799	7419	4684
800	92	4362
801	5014	4387
802	7198	2744
803	9989	2698
804	6608	2532
805	1658	9232
806	3719	717
807	977	9729
808	63	6921
809	4277	4382
810	4719	7597
811	221	5556
812	5776	5300
813	877	8862
814	5564	6747
815	4938	8590
816	6186	1520
817	6767	6832
818	4503	6234
819	4563	2963
820	1663	565
821	5983	2571
822	3224	4723
823	6478	5864
824	9343	5663
825	7620	3226
826	9820	6865
827	7446	1441
828	2414	4337
829	6963	4209
830	5513	3033
831	3038	8147
832	6125	6238
833	4823	7450
834	7360	8120
835	2607	3112
836	938	7070
837	5843	4328
838	5332	7695
839	8651	4022
840	4768	614
841	8206	7188
842	2088	8835
843	1554	3919
844	5773	1634
845	7579	723
846	6196	7128
847	3987	4127
848	7612	2858
849	6927	6922
850	1634	5165
851	3946	7066
852	2735	5950
853	9597	5288
854	6670	7572
855	2857	8914
856	5602	7757
857	2261	889
858	4034	3435
859	551	610
860	8078	6784
861	3267	8088
862	6707	6699
863	3900	4705
864	2513	3070
865	7336	2308
866	3932	1767
867	6234	166
868	3005	7555
869	7198	7301
870	3397	780
871	5196	7652
872	6560	5784
873	8026	6327
874	3100	1627
875	3110	5088
876	85	6539
877	4390	498
878	1643	7144
879	7316	584
880	8744	5724
881	9866	4340
882	1257	5031
883	8571	1385
884	7860	1000
885	470	619
886	5555	5672
887	9937	4781
888	2783	5075
889	1478	5940
890	8302	5389
891	7908	686
892	980	3061
893	3227	2245
894	9982	8712
895	9184	2345
896	1230	6725
897	6015	4262
898	4669	4551
899	3043	989
900	7781	1653
901	9196	1958
902	6194	6476
903	186	8551
904	8129	5956
905	9843	8094
906	8337	1170
907	7260	2685
908	4096	5101
909	8964	4398
910	1754	1143
911	3142	3019
912	9985	6462
913	7537	1537
914	7416	6193
915	9803	2874
916	4080	7783
917	1339	3864
918	950	7423
919	556	2086
920	3014	3098
921	8360	4119
922	5989	1383
923	7515	2387
924	7478	4603
925	5118	8877
926	4469	376
927	3018	3849
928	4434	9349
929	3633	5814
930	2645	892
931	9194	8834
932	1713	9843
933	5608	8512
934	8700	2911
935	2448	3606
936	6083	5472
937	3824	24
938	58	2473
939	9974	1610
940	9720	1240
941	8051	2856
942	2553	4049
943	203	9405
944	8250	1230
945	3568	4717
946	3972	8590
947	1490	9941
948	718	2372
949	2170	3632
950	8581	6737
951	8010	9329
952	680	1823
953	1678	5626
954	9567	4873
955	4126	3032
956	3743	4884
957	6764	202
958	475	5472
959	3562	5046
960	5248	1246
961	4917	7947
962	3878	246
963	1017	4838
964	6959	4914
965	1822	7762
966	8285	7743
967	9073	701
968	1702	3711
969	5531	9825
970	2764	5432
971	1220	4080
972	2376	5115
973	1333	4197
974	9802	2509
975	8064	9206
976	4278	7591
977	5783	2474
978	5703	5512
979	4436	616
980	3705	233
981	9377	7863
982	3173	5566
983	2154	6583
984	595	8802
985	6424	1490
986	1533	7343
987	499	2886
988	6438	4586
989	9846	190
990	9354	1338
991	660	7716
992	8764	4645
993	3781	2818
994	5220	247
995	6135	8491
996	4424	1855
997	6329	8085
998	1547	9985
999	5182	886
1000	9656	9153
1001	1432	696
1002	1397	5513
1003	216	4205
1004	3384	254
1005	3941	1839
1006	643	860
1007	7877	5910
1008	7340	3615
1009	6781	274
1010	7832	7734
1011	9137	4970
1012	8917	594
1013	9341	614
1014	628	8356
1015	2347	17
1016	332	1066
1017	5764	4449
1018	2420	3020
1019	7980	2613
1020	8411	372
1021	4452	1240
1022	9959	3307
1023	7099	6505
1024	1501	3123
1025	7880	9423
1026	5429	7038
1027	3504	3614
1028	9800	5144
1029	5665	4748
1030	7400	4324
1031	7471	7210
1032	911	1285
1033	5950	4923
1034	2807	3424
1035	5227	4979
1036	4071	8053
1037	4830	3087
1038	1364	5693
1039	693	7541
1040	5894	7117
1041	1874	288
1042	6472	9555
1043	836	581
1044	2932	3449
1045	7192	8520
1046	1533	3281
1047	4004	1316
1048	9331	9021
1049	455	8587
1050	5478	5037
1051	4324	6762
1052	2295	7770
1053	7790	576
1054	2320	1823
1055	7673	1955
1056	5651	8562
1057	3198	5341
1058	5368	8345
1059	9278	5685
1060	6443	7784
1061	8879	348
1062	2514	93
1063	7239	7861
1064	4080	9053
1065	3346	828
1066	6934	8908
1067	6685	5075
1068	8815	8940
1069	2282	7331
1070	1295	5511
1071	6840	6537
1072	1334	8590
1073	4149	8066
1074	9622	7476
1075	1890	5310
1076	7755	9927
1077	7827	7118
1078	996	6788
1079	7368	8389
1080	8346	2840
1081	6726	7798
1082	4703	8519
1083	49	9423
1084	2282	7532
1085	2608	1675
1086	2042	1361
1087	3258	4344
1088	3451	8433
1089	5801	6635
1090	4532	2951
1091	3838	147
1092	4043	8676
1093	8301	3731
1094	534	8555
1095	330	8312
1096	3813	5055
1097	9888	5579
1098	9993	1486
1099	3797	9055
1100	7745	8346
1101	8559	7140
1102	5902	8871
1103	252	8721
1104	9432	8241
1105	7296	4737
1106	2348	8569
1107	6982	7474
1108	3344	3287
1109	5759	3815
1110	4595	2470
1111	9676	3016
1112	7468	5019
1113	6924	4490
1114	6061	5313
1115	8666	908
1116	5372	4778
1117	6524	153
1118	5736	9919
1119	9620	1364
1120	2859	6344
1121	3489	5995
1122	728	4790
1123	6997	898
1124	6101	772
1125	7710	9160
1126	4785	6191
1127	2665	4453
1128	9234	595
1129	166	2098
1130	9695	7429
1131	577	5019
1132	9032	1784
1133	3654	2520
1134	6184	2465
1135	5582	7597
1136	4028	5838
1137	2241	448
1138	4165	8848
1139	2146	6669
1140	6451	3143
1141	4386	1077
1142	4140	9295
1143	2054	8612
1144	3017	4180
1145	7389	4309
1146	8914	3858
1147	1707	91
1148	2568	8883
1149	4722	6036
1150	7846	684
1151	6932	4268
1152	9642	8812
1153	5436	8441
1154	4251	1152
1155	3579	7169
1156	1511	3187
1157	830	4136
1158	407	611
1159	3645	7283
1160	257	4478
1161	8691	6227
1162	9877	7725
1163	4201	1362
1164	7483	8220
1165	8793	8807
1166	6238	1524
1167	9534	9941
1168	5435	2527
1169	573	3515
1170	2746	9580
1171	8660	4547
1172	4470	9997
1173	3261	2827
1174	3171	5587
1175	2710	7728
1176	7506	7916
1177	6692	5677
1178	9870	2081
1179	1320	6673
1180	6442	6899
1181	338	3794
1182	6873	3488
1183	2527	2563
1184	7568	2095
1185	302	118
1186	313	2588
1187	9645	4218
1188	8222	3838
1189	4721	6834
1190	9090	5919
1191	938	7145
1192	8606	8139
1193	8374	2260
1194	659	5651
1195	1869	1860
1196	1257	8809
1197	8486	6103
1198	3446	7151
1199	894	4668
1200	1481	1513
1201	7882	4993
1202	7006	8303
1203	9802	6060
1204	5443	9785
1205	9257	8759
1206	5376	6146
1207	9837	5499
1208	5256	1674
1209	7719	901
1210	4398	2872
1211	2853	9330
1212	4744	8430
1213	6250	8014
1214	8336	4304
1215	1266	4799
1216	2816	6438
1217	2931	9334
1218	3006	3648
1219	982	3637
1220	4836	706
1221	5350	6437
1222	9655	6570
1223	5721	9320
1224	9375	2288
1225	4433	9318
1226	3187	4440
1227	4324	5770
1228	673	1902
1229	1780	5035
1230	3916	5625
1231	4049	3585
1232	7898	2828
1233	814	2315
1234	932	8340
1235	2699	520
1236	158	3011
1237	1946	4778
1238	5999	6076
1239	9283	6976
1240	8973	6065
1241	3343	3789
1242	1942	2019
1243	4729	786
1244	9365	9036
1245	5618	6108
1246	3317	2149
1247	4590	7066
1248	4307	798
1249	3562	2480
1250	1598	3561
1251	3332	231
1252	2060	3058
1253	1884	2563
1254	7311	4803
1255	924	8254
1256	7575	7069
1257	5958	9693
1258	1109	2371
1259	292	3470
1260	6159	5085
1261	5863	6213
1262	9185	1687
1263	6351	4830
1264	3123	5868
1265	4781	1556
1266	2881	7713
1267	6498	6358
1268	5206	6334
1269	8400	2630
1270	1838	561
1271	3580	7064
1272	5085	1280
1273	2153	9825
1274	6622	6462
1275	6416	8972
1276	7365	3529
1277	8213	6250
1278	4621	4597
1279	4733	3953
1280	2168	7147
1281	5419	5809
1282	5100	9718
1283	8508	5150
1284	17	9901
1285	8295	2098
1286	3448	2952
1287	8890	3622
1288	4198	4610
1289	6252	6038
1290	6740	1177
1291	3178	9690
1292	5008	6622
1293	2441	4662
1294	7410	897
1295	8293	4206
1296	2724	9337
1297	7585	8421
1298	5781	4337
1299	8416	8146
1300	6309	5189
1301	7259	4489
1302	1369	7839
1303	6580	1226
1304	6025	3351
1305	6252	2462
1306	7695	1802
1307	4860	3727
1308	7950	8961
1309	7447	3980
1310	5951	4063
1311	4474	7324
1312	8130	8508
1313	4315	989
1314	4144	6566
1315	9851	3934
1316	1880	3659
1317	2316	4426
1318	3433	8943
1319	7107	6859
1320	5217	8277
1321	7916	3381
1322	4669	8370
1323	6384	8158
1324	9421	2805
1325	2814	3615
1326	3924	4813
1327	8810	7709
1328	5795	9020
1329	6538	421
1330	3170	4820
1331	2974	9679
1332	4419	3983
1333	4766	8433
1334	3807	584
1335	5885	9931
1336	7429	68
1337	7392	9761
1338	973	9136
1339	6314	5144
1340	9712	3160
1341	1323	1273
1342	8728	284
1343	7365	6416
1344	2725	9466
1345	9622	9749
1346	8056	8395
1347	9548	2194
1348	8475	7616
1349	3918	3482
1350	8337	7613
1351	2590	9206
1352	1952	2452
1353	5217	9175
1354	9246	3980
1355	5599	2754
1356	7571	5587
1357	5570	8483
1358	129	2809
1359	6564	1467
1360	5268	1362
1361	8298	9989
1362	9751	9700
1363	1979	2986
1364	6408	2968
1365	3398	4710
1366	9305	9565
1367	7930	8191
1368	3481	1039
1369	4409	1300
1370	2996	435
1371	9287	1758
1372	9290	6863
1373	5017	5932
1374	9318	2101
1375	1242	9011
1376	6616	3867
1377	5174	7480
1378	9103	9695
1379	8221	8256
1380	9610	665
1381	1845	5755
1382	2024	6927
1383	6882	8462
1384	6502	3383
1385	4602	9902
1386	9163	3933
1387	9031	972
1388	6831	8880
1389	199	5182
1390	7845	6401
1391	5999	1438
1392	2699	9999
1393	835	6841
1394	1467	489
1395	6228	3692
1396	9496	24
1397	2926	771
1398	9288	9159
1399	3609	1544
1400	5821	6652
1401	2946	9067
1402	925	70
1403	1220	5321
1404	3446	3633
1405	8827	3156
1406	973	5941
1407	1575	9532
1408	1866	7551
1409	8232	1272
1410	9486	6439
1411	6307	9823
1412	7202	6930
1413	3529	9987
1414	5344	9900
1415	3890	444
1416	4484	3419
1417	1469	7571
1418	5913	4340
1419	9856	1874
1420	9882	5493
1421	558	4168
1422	6661	3103
1423	740	9562
1424	54	8086
1425	128	4593
1426	8638	7824
1427	2293	6952
1428	3501	1915
1429	5942	9539
1430	1069	8286
1431	5338	6845
1432	1950	1616
1433	2386	1536
1434	3966	5081
1435	9837	5555
1436	220	7369
1437	7519	8792
1438	4041	4416
1439	1411	1021
1440	614	2654
1441	7213	821
1442	9330	2435
1443	6890	7344
1444	8706	35
1445	8206	281
1446	8976	9619
1447	5952	6809
1448	339	8371
1449	2801	6593
1450	297	5499
1451	9280	4728
1452	3966	6243
1453	7413	2273
1454	4727	9372
1455	6683	9272
1456	3988	8417
1457	1143	5060
1458	1616	1292
1459	7023	3459
1460	6244	7581
1461	9147	8559
1462	6757	6604
1463	1541	2636
1464	7143	3862
1465	1643	2559
1466	8835	4356
1467	5462	9998
1468	5243	8274
1469	2063	4558
1470	7361	7153
1471	3601	2400
1472	3679	5001
1473	7495	7622
1474	6927	742
1475	6275	7020
1476	4460	5998
1477	1747	5954
1478	2083	8552
1479	9824	6296
1480	3095	6053
1481	5781	934
1482	3678	6288
1483	2750	9961
1484	6943	2312
1485	1722	519
1486	8190	7534
1487	4951	9477
1488	6373	550
1489	5833	6319
1490	8151	7607
1491	8956	1108
1492	9878	2274
1493	7989	1469
1494	7458	6507
1495	3399	6948
1496	8716	8112
1497	6169	7752
1498	5128	9696
1499	5333	367
1500	421	832
1501	6099	1257
1502	3195	7476
1503	1301	7091
1504	8455	6504
1505	7093	438
1506	889	2218
1507	313	2748
1508	9815	6758
1509	6584	6246
1510	1715	8579
1511	6059	133
1512	254	7653
1513	6789	2028
1514	1550	6015
1515	9200	2953
1516	3093	1030
1517	1849	2042
1518	2890	7549
1519	4250	8443
1520	3881	9051
1521	2248	3842
1522	4971	6819
1523	654	1402
1524	3618	5028
1525	3115	5966
1526	9481	7275
1527	2372	9097
1528	9013	9030
1529	6032	400
1530	1212	9204
1531	9820	85
1532	1521	775
1533	2151	9390
1534	1378	1340
1535	2163	5728
1536	5971	5637
1537	6499	4197
1538	6387	5774
1539	9270	8254
1540	3976	5471
1541	8182	5670
1542	2112	7421
1543	5414	7164
1544	1328	8517
1545	927	7012
1546	4842	2665
1547	414	6305
1548	4945	5626
1549	9592	2148
1550	9432	4678
1551	7919	7223
1552	9977	2328
1553	5586	8378
1554	2053	7031
1555	5237	7429
1556	8202	3300
1557	2816	1469
1558	8798	8407
1559	8143	7023
1560	9123	8303
1561	1148	2968
1562	4259	7814
1563	8559	4839
1564	8309	269
1565	9801	6525
1566	7393	5560
1567	9730	1819
1568	403	5728
1569	1673	9776
1570	1584	2963
1571	6542	6753
1572	7224	4612
1573	1716	9795
1574	8917	5453
1575	7999	398
1576	630	256
1577	2210	5316
1578	9549	8276
1579	3114	2539
1580	6104	6308
1581	345	1596
1582	6290	9910
1583	3486	5676
1584	5620	8600
1585	5599	3205
1586	6477	3528
1587	5265	1226
1588	8321	9439
1589	2625	786
1590	2343	5963
1591	1634	4382
1592	5207	6347
1593	7101	3219
1594	3158	3026
1595	3168	2499
1596	6109	6155
1597	8623	3812
1598	256	6400
1599	9031	3045
1600	7245	6061
1601	2860	9240
1602	3564	7108
1603	6897	6678
1604	4807	8194
1605	8650	4632
1606	8583	872
1607	7918	1029
1608	8515	5328
1609	7430	281
1610	4776	1402
1611	8323	5769
1612	3446	5392
1613	6461	4816
1614	5278	6749
1615	4615	1245
1616	5372	9643
1617	8227	133
1618	1419	2013
1619	8829	2721
1620	9961	8611
1621	9592	8997
1622	1795	7527
1623	8684	2511
1624	9492	8402
1625	341	9301
1626	9919	8414
1627	6652	4303
1628	6705	5369
1629	3142	3035
1630	8892	4593
1631	2110	3771
1632	9487	9189
1633	2980	8486
1634	578	5391
1635	8471	217
1636	2880	2277
1637	7894	1953
1638	4383	106
1639	6371	920
1640	9029	4793
1641	7097	2156
1642	8235	2073
1643	5214	3253
1644	8073	7944
1645	7850	4945
1646	4772	3336
1647	4972	3389
1648	1143	1434
1649	3090	4496
1650	1314	8357
1651	5070	6832
1652	4825	5860
1653	2161	551
1654	1758	8840
1655	7164	9968
1656	8342	3867
1657	9239	7906
1658	469	4848
1659	2220	7419
1660	501	2875
1661	6658	5316
1662	213	6357
1663	4454	8628
1664	663	3459
1665	8198	1520
1666	2899	112
1667	3493	5679
1668	1054	6538
1669	8769	7128
1670	752	7721
1671	7927	1480
1672	6279	1383
1673	3860	9280
1674	9606	4370
1675	6811	4416
1676	6833	3523
1677	6165	4808
1678	6413	6560
1679	5406	5844
1680	7735	5918
1681	6980	292
1682	3621	3523
1683	711	3224
1684	3293	2907
1685	9179	1651
1686	8458	3349
1687	3623	4323
1688	878	9778
1689	8988	4414
1690	2829	3704
1691	2422	7787
1692	5935	9684
1693	1920	1700
1694	9623	9541
1695	5283	6250
1696	4452	2588
1697	6550	9216
1698	1689	2955
1699	2548	9852
1700	9849	5779
1701	1708	2115
1702	9334	5563
